,IDENTIFIER,DAYS_ENGAGED,APPS_USED
531173,204782,7,4.0
531174,241762,6,9.0
531175,108059,4,2.0
531181,223426,2,
531185,308408,6,5.0
531186,190286,4,5.0
531188,142910,5,
531191,264478,8,1.0
531195,199740,12,11.0
531196,196722,4,4.0
531197,238740,2,3.0
531200,174436,5,8.0
531208,323884,14,31.0
531210,120885,4,5.0
531211,217129,15,17.0
531214,303047,4,
531219,151838,2,2.0
531222,238049,12,2.0
531226,268003,3,5.0
531227,316780,2,7.0
531235,313931,5,1.0
531237,182424,2,1.0
531239,174938,1,1.0
531247,257106,9,9.0
531250,153417,8,20.0
531251,127601,5,1.0
531257,230121,6,8.0
531258,194103,14,13.0
531265,111682,7,7.0
531266,209367,6,4.0
531275,115282,11,6.0
531276,154577,1,2.0
531279,322139,2,4.0
531282,132010,4,9.0
531283,185688,4,3.0
531284,274460,3,3.0
531288,263970,6,4.0
531289,129429,10,39.0
531294,198245,3,4.0
531425,225166,1,
531427,209988,9,17.0
531436,204519,4,13.0
531457,263084,11,13.0
531458,271612,9,11.0
531460,275860,4,5.0
531462,209652,2,2.0
531463,177072,1,
531469,306803,5,3.0
531472,216815,3,10.0
531473,118210,4,1.0
531474,185422,5,9.0
531476,132511,4,3.0
531478,223819,4,9.0
531479,293768,7,7.0
531481,129453,21,18.0
531482,297006,9,8.0
531483,285331,7,21.0
531487,282254,2,1.0
531490,152227,10,10.0
531491,210187,2,
531494,315166,5,6.0
531496,321374,10,32.0
531497,278183,3,5.0
531498,189658,3,2.0
531500,274323,11,11.0
531502,184878,7,6.0
531503,110350,6,10.0
531505,151460,1,
531506,188080,3,2.0
531508,129538,1,7.0
531509,147822,3,2.0
531510,249646,5,8.0
531524,310865,11,25.0
531526,224811,19,5.0
531532,293126,3,7.0
531533,247052,17,50.0
531537,285591,2,
531539,232574,14,24.0
531541,311026,5,9.0
531544,140186,17,48.0
531545,189922,15,19.0
531551,215630,4,4.0
531553,222998,5,8.0
531559,325559,1,
531562,185330,2,1.0
531563,189433,3,1.0
531567,325169,16,10.0
531569,199258,17,8.0
531574,103513,8,2.0
531579,240269,5,9.0
531583,248450,1,2.0
531587,106326,2,6.0
531598,210651,3,1.0
531601,205962,9,7.0
531602,143846,2,4.0
531603,227972,19,30.0
531604,127536,17,25.0
531605,103833,6,5.0
531609,325221,4,6.0
531614,181764,5,2.0
531618,137950,11,6.0
531620,321839,6,15.0
531621,103712,11,26.0
531624,101328,16,24.0
531626,288632,2,2.0
531633,129737,9,10.0
531638,324155,1,
531639,212856,24,20.0
531645,206744,2,1.0
531647,237611,5,12.0
531650,124621,1,1.0
531652,138302,7,6.0
531656,232165,11,19.0
531663,231069,3,6.0
531664,135616,7,9.0
531665,234578,1,
531674,169750,4,8.0
531678,156269,6,7.0
531679,234568,2,1.0
531692,192170,5,2.0
531698,316318,10,11.0
531701,262575,6,13.0
531704,297144,5,7.0
531705,185156,8,7.0
531710,150625,8,3.0
531718,100890,7,39.0
531723,115141,9,10.0
531727,286422,7,12.0
531736,148162,3,4.0
531738,255102,4,4.0
531739,219031,5,12.0
531747,106405,5,18.0
531753,133352,4,7.0
531754,181015,7,5.0
531755,209665,24,6.0
531756,138085,4,4.0
531758,237819,3,2.0
531760,233322,3,1.0
531763,186931,1,3.0
531779,325534,11,7.0
531787,147682,6,22.0
531797,143664,2,1.0
531798,175718,15,18.0
531805,111545,11,14.0
531806,110443,8,6.0
531815,197967,2,
531817,308319,6,2.0
531818,142902,13,15.0
531819,283741,14,11.0
531820,137126,9,19.0
531822,214193,3,12.0
531824,128639,9,10.0
531828,198014,15,25.0
531829,278467,5,5.0
531830,157259,1,1.0
531832,241628,8,10.0
531836,273342,1,
531840,282507,7,7.0
531847,189847,5,5.0
531850,123599,6,6.0
531851,238797,27,15.0
531853,280119,2,1.0
531856,120902,4,6.0
531857,265247,15,36.0
531866,178417,10,19.0
531867,113407,17,13.0
531868,211477,8,9.0
531873,232702,10,19.0
531877,314453,3,3.0
531880,139798,8,30.0
531886,151283,3,
531887,127057,2,
531890,207680,5,7.0
531892,266172,2,3.0
531895,210956,7,5.0
531901,221240,10,10.0
531905,243064,8,7.0
531910,291045,10,12.0
531913,212272,4,1.0
531915,117260,10,4.0
531919,238621,1,5.0
531920,153391,2,6.0
531923,319649,3,5.0
531931,266787,14,35.0
531933,139361,6,9.0
531937,299409,10,17.0
531939,268107,4,5.0
531944,130639,6,16.0
531945,285263,5,9.0
531950,131455,5,5.0
531951,308667,7,5.0
531952,297435,12,10.0
531957,191628,6,3.0
531963,144008,4,6.0
531964,111100,16,23.0
531966,156527,4,15.0
531970,100823,6,17.0
531973,106470,7,12.0
531977,100997,2,
531983,292488,5,3.0
531984,291110,2,
531986,151255,1,4.0
531992,132255,7,21.0
531996,302215,1,
532009,119009,6,10.0
532012,157286,8,6.0
532015,185774,7,5.0
532016,133181,1,1.0
532018,258291,5,12.0
532021,252987,15,14.0
532022,167452,4,5.0
532025,255491,1,
532034,137085,5,10.0
532040,314051,2,4.0
532041,325038,1,
532046,246746,5,9.0
532049,254094,1,4.0
532052,149622,5,3.0
532054,317320,2,1.0
532055,239428,5,7.0
532067,108229,10,10.0
532089,179127,1,
532213,207596,4,3.0
532219,140115,2,
532220,129876,10,17.0
532222,139264,13,28.0
532223,297025,12,3.0
532226,108078,3,1.0
532232,244918,6,9.0
532233,101396,4,6.0
532238,280859,6,9.0
532240,312006,1,1.0
532241,240135,13,17.0
532243,248473,6,11.0
532250,122193,5,7.0
532251,124872,5,13.0
532252,159817,2,3.0
532256,100002,2,1.0
532257,315165,2,2.0
532260,126982,6,7.0
532263,119943,15,23.0
532264,232095,7,7.0
532266,124486,3,6.0
532268,191411,2,1.0
532271,239733,9,11.0
532280,216665,1,
532284,194405,5,11.0
532285,141247,11,23.0
532287,119459,4,10.0
532290,116651,9,25.0
532292,175405,8,11.0
532300,134593,4,6.0
532306,282605,19,18.0
532307,251484,3,3.0
532322,259623,1,3.0
532323,241093,7,9.0
532329,303330,4,7.0
532330,169168,5,16.0
532332,295218,11,16.0
532336,283847,3,10.0
532338,152621,5,13.0
532339,317240,8,6.0
532345,159723,2,1.0
532349,292157,8,13.0
532354,319671,1,3.0
532356,154657,13,17.0
532358,194786,5,5.0
532364,221575,7,8.0
532366,242352,8,21.0
532368,312601,2,22.0
532380,161205,3,11.0
532381,150175,4,1.0
532382,255681,3,
532383,244222,7,21.0
532387,299659,1,2.0
532393,317266,1,
532395,199862,8,13.0
532399,106397,7,20.0
532400,201819,5,24.0
532402,136743,13,16.0
532403,144606,4,10.0
532407,174922,1,1.0
532414,187503,1,2.0
532415,108668,1,1.0
532418,100223,15,9.0
532420,283817,2,
532422,263140,15,26.0
532424,282139,3,
532426,120531,4,9.0
532427,128948,1,1.0
532430,204321,4,7.0
532431,105402,11,18.0
532432,114436,10,5.0
532434,169121,12,10.0
532437,174914,7,5.0
532442,141111,6,6.0
532443,124677,4,4.0
532448,158163,20,21.0
532451,298796,4,8.0
532459,131535,3,3.0
532460,217615,3,1.0
532461,294235,4,2.0
532462,288523,9,33.0
532465,315927,23,15.0
532481,139015,5,11.0
532483,276301,21,16.0
532488,120689,18,35.0
532495,299786,1,1.0
532496,130778,9,10.0
532500,162678,7,13.0
532509,225765,7,11.0
532512,307962,1,2.0
532514,157002,8,4.0
532515,258636,3,
532519,241813,4,6.0
532523,149060,5,5.0
532524,134083,6,5.0
532527,307547,5,5.0
532530,312948,1,2.0
532532,169654,12,28.0
532537,253711,7,10.0
532538,127418,3,3.0
532547,314221,4,5.0
532548,212850,6,17.0
532551,177680,12,5.0
532554,296677,15,39.0
532556,270765,1,4.0
532564,292916,16,23.0
532566,204419,5,2.0
532568,180979,4,6.0
532575,322902,8,1.0
532577,110229,9,18.0
532581,125425,12,17.0
532586,244723,8,20.0
532589,173981,2,3.0
532593,228351,7,10.0
532594,199087,10,13.0
532596,226487,2,2.0
532597,145307,7,9.0
532603,143510,2,7.0
532611,225837,11,23.0
532612,118991,4,3.0
532614,245217,4,8.0
532618,315768,7,13.0
532621,314880,1,
532633,154157,1,1.0
532636,135057,1,
532637,190347,21,16.0
532645,105246,11,5.0
532654,226578,1,3.0
532658,307340,1,
532665,300058,6,6.0
532668,205378,6,6.0
532671,320721,18,13.0
532687,242628,4,9.0
532689,121237,12,15.0
532690,140852,10,10.0
532691,147317,4,4.0
532693,202508,2,10.0
532694,100860,11,18.0
532697,203181,2,2.0
532699,174540,7,10.0
532708,271874,1,2.0
532714,232665,7,11.0
532718,258170,10,25.0
532725,137755,8,14.0
532726,246161,2,2.0
532728,184555,5,6.0
532730,212086,9,2.0
532733,127626,5,6.0
532734,157587,1,2.0
532737,241768,2,2.0
532739,270746,12,8.0
532743,157646,1,
532747,254984,7,8.0
532749,245163,8,2.0
532750,163934,5,6.0
532751,174831,2,7.0
532752,292923,3,2.0
532753,177244,1,
532765,114014,1,
532766,309588,5,25.0
532767,129634,6,11.0
532768,290254,12,20.0
532770,239577,5,18.0
532772,104606,3,2.0
532775,122403,2,3.0
532776,117119,5,8.0
532777,210047,3,5.0
532783,127850,2,1.0
532787,228093,4,8.0
532791,111370,13,11.0
532792,184808,1,
532793,325998,1,
532795,219660,3,3.0
532796,303030,1,
532799,321918,2,1.0
532809,112764,7,17.0
532810,265073,4,6.0
532819,150745,3,8.0
532820,298891,5,13.0
532821,318394,3,2.0
532943,298169,8,14.0
532949,254827,3,1.0
532952,323943,7,12.0
532953,275870,10,20.0
532955,211513,17,22.0
532956,171473,6,3.0
532962,166327,4,3.0
532967,314006,4,7.0
532969,216515,4,14.0
532971,222191,14,21.0
532972,205570,4,2.0
532974,230534,1,
532975,290915,1,1.0
532976,157013,7,7.0
532981,263390,3,
532988,203471,2,2.0
532992,212638,2,4.0
532993,311030,4,8.0
532996,302931,4,8.0
533000,316314,9,2.0
533001,319437,9,10.0
533006,284795,3,2.0
533007,125988,3,8.0
533008,273232,7,1.0
533009,267192,6,6.0
533013,163638,3,4.0
533016,224890,1,1.0
533017,228592,9,10.0
533018,118620,12,36.0
533025,133787,8,12.0
533026,259491,10,16.0
533027,141178,5,2.0
533031,180610,3,4.0
533034,144720,3,1.0
533038,249521,2,4.0
533039,312260,3,4.0
533040,225128,4,5.0
533041,297718,4,8.0
533042,120891,9,7.0
533044,155972,8,
533051,261058,6,
533053,186740,6,15.0
533055,180804,16,25.0
533056,285623,2,1.0
533062,130232,3,4.0
533064,162984,6,6.0
533065,111620,11,14.0
533067,254193,6,5.0
533068,129460,10,9.0
533074,323160,2,3.0
533079,299753,1,
533080,211199,7,10.0
533082,311466,6,6.0
533083,196478,17,14.0
533088,264122,9,8.0
533090,301932,1,
533091,129888,3,4.0
533092,191458,5,3.0
533106,300477,5,11.0
533109,183909,10,31.0
533110,211094,17,24.0
533112,122880,1,
533113,232926,4,11.0
533117,173652,9,20.0
533120,118418,5,4.0
533122,280537,4,12.0
533125,237783,12,31.0
533128,142429,8,27.0
533129,225903,7,11.0
533131,221643,4,3.0
533138,110464,6,4.0
533139,247985,2,4.0
533140,269154,4,3.0
533142,317345,3,3.0
533143,248819,9,13.0
533146,288225,1,
533150,264493,3,2.0
533157,249124,6,5.0
533159,106699,1,1.0
533160,305772,1,
533165,316031,3,3.0
533170,149668,11,19.0
533172,155390,1,1.0
533179,256182,3,2.0
533181,236371,9,7.0
533185,149146,3,2.0
533188,104752,4,7.0
533189,109248,1,
533190,150979,9,7.0
533193,315486,2,3.0
533194,128131,4,2.0
533198,126069,6,10.0
533204,149531,1,
533219,181767,3,5.0
533222,153162,6,12.0
533223,215082,2,
533225,246961,14,3.0
533227,166544,7,1.0
533229,162332,1,1.0
533236,187231,3,19.0
533241,268903,5,15.0
533245,212679,4,1.0
533248,238564,3,12.0
533250,188217,15,22.0
533256,135266,3,2.0
533257,288544,17,13.0
533261,116586,15,17.0
533270,269938,6,13.0
533271,274937,1,
533274,155153,2,1.0
533280,172750,2,1.0
533281,238156,13,10.0
533283,249910,18,17.0
533285,118666,9,9.0
533287,273057,3,2.0
533288,101496,2,
533289,141880,6,8.0
533290,284917,8,11.0
533291,211118,6,7.0
533297,283720,9,8.0
533298,321420,4,
533299,271960,10,43.0
533303,230098,3,2.0
533304,130105,13,32.0
533306,225369,2,1.0
533309,110186,5,6.0
533310,204603,1,1.0
533313,211998,3,6.0
533316,143086,4,6.0
533327,103582,17,10.0
533329,207130,3,2.0
533333,235442,12,12.0
533338,105206,5,12.0
533339,249614,1,
533343,282222,4,1.0
533345,159923,2,1.0
533346,221788,4,1.0
533348,111374,8,18.0
533353,159553,4,7.0
533357,120092,7,7.0
533359,103392,5,7.0
533362,281152,1,
533365,129219,10,17.0
533367,292934,2,3.0
533370,118076,6,12.0
533372,209226,3,2.0
533373,261271,12,11.0
533375,275149,8,7.0
533376,324312,10,12.0
533378,300316,14,19.0
533380,122891,3,3.0
533386,126903,2,4.0
533387,256394,5,5.0
533396,304142,13,13.0
533407,217415,1,1.0
533414,279607,3,7.0
533420,160615,11,4.0
533424,285159,6,3.0
533425,116838,16,15.0
533426,285630,7,12.0
533428,152258,1,
533431,141987,12,16.0
533433,214059,2,8.0
533437,311302,3,8.0
533440,135757,2,1.0
533441,184170,5,7.0
533444,106715,1,1.0
533447,216560,5,4.0
533449,279799,5,1.0
533451,297730,5,5.0
533455,176936,1,
533465,168144,5,
533469,129628,4,5.0
533470,115275,2,1.0
533472,139428,1,2.0
533473,207801,3,1.0
533590,188594,13,11.0
533595,152172,3,2.0
533605,196047,7,17.0
533606,138827,2,2.0
533613,249915,1,
533615,106376,6,2.0
533616,195235,6,9.0
533617,288638,9,3.0
533619,210087,7,6.0
533620,182694,4,8.0
533626,175446,1,
533634,247650,1,1.0
533636,256969,6,12.0
533640,295219,3,2.0
533642,248782,2,2.0
533643,135782,3,8.0
533644,306285,1,3.0
533645,232001,5,5.0
533648,209508,3,8.0
533657,160519,1,3.0
533659,277919,10,15.0
533662,240108,1,2.0
533663,123933,9,9.0
533664,136522,9,11.0
533668,312953,3,3.0
533674,113705,7,11.0
533684,228289,2,1.0
533691,313606,6,6.0
533693,265223,8,12.0
533702,101815,4,7.0
533703,296752,2,3.0
533706,215101,1,1.0
533708,178511,2,2.0
533709,237364,4,3.0
533710,129357,12,9.0
533711,142925,4,4.0
533713,323024,4,6.0
533714,216131,8,4.0
533715,115138,10,8.0
533717,208313,11,15.0
533721,158899,7,1.0
533724,184152,5,3.0
533725,218093,7,2.0
533726,321304,3,9.0
533727,295533,14,21.0
533729,234896,2,2.0
533739,205868,2,
533742,100973,3,7.0
533746,221069,15,12.0
533747,320441,1,
533749,304946,3,3.0
533751,142128,7,
533757,303439,9,16.0
533761,155941,13,21.0
533767,129491,1,2.0
533771,272022,1,1.0
533774,272693,3,
533776,250613,3,4.0
533780,236280,1,3.0
533786,109745,6,5.0
533793,296449,3,2.0
533795,253817,7,11.0
533798,138237,1,3.0
533800,269279,7,7.0
533803,318541,7,11.0
533806,162573,7,6.0
533807,157010,4,7.0
533809,262974,8,23.0
533812,275335,19,29.0
533813,115942,11,1.0
533819,104284,9,32.0
533825,158837,5,6.0
533828,221759,1,
533830,209427,3,10.0
533836,226506,3,5.0
533839,202838,7,9.0
533844,107163,2,1.0
533845,224554,1,
533847,228782,2,5.0
533848,250296,6,6.0
533849,276455,3,2.0
533852,257714,3,7.0
533853,210454,6,11.0
533857,306365,15,17.0
533862,315132,2,
533865,218527,4,6.0
533866,253990,1,1.0
533867,193457,4,9.0
533870,259302,7,10.0
533875,116157,3,7.0
533878,162438,3,4.0
533879,103536,9,5.0
533880,276728,2,3.0
533881,285349,1,
533887,303490,2,2.0
533890,150121,2,3.0
533892,118038,10,10.0
533895,168208,2,5.0
533899,291810,3,
533902,310096,7,2.0
533907,285196,6,10.0
533908,247168,5,8.0
533914,168508,1,1.0
533915,200450,3,3.0
533916,196131,8,7.0
533917,302729,2,2.0
533921,162967,6,8.0
533924,111005,2,3.0
533927,182308,3,2.0
533931,323387,13,20.0
533940,116830,7,9.0
533942,102897,4,3.0
533943,104046,3,10.0
533946,232160,3,3.0
533947,157939,12,13.0
533948,123994,5,4.0
533950,116557,2,
533958,239775,3,2.0
533962,141886,7,18.0
533964,111569,9,8.0
533965,188084,6,7.0
533967,267071,7,10.0
533968,271710,1,
533972,223119,6,2.0
533974,221627,3,4.0
533975,273346,8,8.0
533977,172496,1,
533980,201429,3,
533981,252500,18,53.0
533983,110866,3,6.0
533984,204514,6,6.0
533986,299109,1,2.0
533991,271524,7,5.0
533992,251704,5,
533994,187941,17,20.0
533996,206082,2,2.0
533999,224959,3,
534003,253238,8,15.0
534007,212935,4,
534009,185503,5,8.0
534017,320209,2,
534020,101353,1,
534021,274466,2,
534029,120344,2,6.0
534032,199263,1,
534033,209840,9,20.0
534035,190926,2,1.0
534039,215279,2,
534042,146569,1,
534047,191745,1,
534048,145295,4,7.0
534058,210733,5,15.0
534068,324333,3,5.0
534069,255022,10,12.0
534072,127698,4,9.0
534077,218560,9,11.0
534175,238111,2,2.0
534176,117139,7,11.0
534179,319506,13,5.0
534182,268895,16,21.0
534183,204049,2,
534187,280493,10,18.0
534188,176598,18,39.0
534192,188034,2,4.0
534201,137060,5,6.0
534202,138371,2,4.0
534208,118282,6,11.0
534209,251297,2,2.0
534211,263325,5,5.0
534215,232436,8,5.0
534219,182808,2,3.0
534221,146049,4,5.0
534224,302367,3,7.0
534233,111876,3,
534235,102718,8,11.0
534242,228687,3,1.0
534257,184424,7,9.0
534260,314316,2,2.0
534262,219583,5,1.0
534265,165882,4,9.0
534266,228909,5,9.0
534268,265736,10,5.0
534273,145961,1,1.0
534274,250283,5,9.0
534275,165315,2,3.0
534276,254998,3,5.0
534280,312510,2,2.0
534287,147903,8,10.0
534289,231744,20,20.0
534292,177220,8,20.0
534295,122408,8,7.0
534296,307594,2,8.0
534297,238062,6,6.0
534301,130516,9,5.0
534308,208818,9,11.0
534310,135213,3,
534319,242467,5,5.0
534321,279807,5,10.0
534322,108947,3,6.0
534330,238430,9,16.0
534332,240115,4,6.0
534334,205924,5,1.0
534335,101248,6,14.0
534337,138950,9,16.0
534341,295107,2,3.0
534342,226528,1,1.0
534345,164816,14,14.0
534355,200785,6,11.0
534356,169722,1,4.0
534365,150764,5,17.0
534367,104517,3,5.0
534387,179463,5,10.0
534388,278976,5,8.0
534394,156531,9,7.0
534407,220599,13,23.0
534409,201892,4,5.0
534411,291189,5,4.0
534417,143127,5,7.0
534421,120009,2,3.0
534425,184097,8,5.0
534426,133774,11,11.0
534431,322340,2,6.0
534432,143572,8,9.0
534435,146404,7,5.0
534439,148845,2,16.0
534440,262959,5,23.0
534444,197417,2,1.0
534446,318243,19,17.0
534450,154596,8,18.0
534451,214229,7,14.0
534455,126924,10,16.0
534458,162311,10,11.0
534459,126530,1,2.0
534461,102899,9,13.0
534466,129649,8,24.0
534467,178131,5,8.0
534477,252347,4,6.0
534480,238635,13,28.0
534481,195929,9,15.0
534488,185108,2,1.0
534491,208972,1,3.0
534498,127745,4,8.0
534502,143539,4,3.0
534505,317610,6,
534509,196112,3,2.0
534511,181537,1,4.0
534513,196030,7,4.0
534516,117970,8,11.0
534518,216458,1,1.0
534522,153317,14,12.0
534523,238579,1,
534533,261167,1,
534539,115623,10,9.0
534542,139936,10,21.0
534544,136579,15,36.0
534545,315951,1,
534548,200769,5,5.0
534549,126591,4,
534551,150805,2,2.0
534554,292199,1,3.0
534555,252701,9,17.0
534556,235633,4,3.0
534559,203723,5,1.0
534563,199147,2,1.0
534565,219685,6,6.0
534567,312343,7,15.0
534568,201247,2,1.0
534570,276551,12,23.0
534571,311329,9,11.0
534572,324055,7,6.0
534573,230320,2,
534575,205509,3,5.0
534576,207638,2,5.0
534578,224240,4,7.0
534581,206489,5,8.0
534583,137495,7,2.0
534585,141329,6,7.0
534587,173477,2,
534589,213828,2,2.0
534590,181056,3,1.0
534591,102511,3,9.0
534593,143019,7,27.0
534594,104557,3,2.0
534596,205135,2,6.0
534597,147144,1,
534599,171738,2,
534600,194495,5,10.0
534601,177321,7,16.0
534602,321466,10,1.0
534606,104837,6,10.0
534608,155595,1,
534612,225300,2,2.0
534614,197610,12,20.0
534615,319758,1,1.0
534616,139652,4,5.0
534619,173481,3,2.0
534627,133134,8,18.0
534628,317632,6,8.0
534631,140864,2,1.0
534633,177363,1,4.0
534705,247262,2,4.0
534706,124790,2,2.0
534709,272949,1,
534714,284978,3,2.0
534719,200261,2,4.0
534721,208366,5,7.0
534727,183918,6,10.0
534738,222215,2,
534739,274918,2,1.0
534742,136902,3,4.0
534749,237301,8,19.0
534753,188205,4,8.0
534754,119692,2,3.0
534755,254924,8,16.0
534756,289587,3,
534757,213617,6,6.0
534758,195131,2,3.0
534762,249770,4,20.0
534765,286117,3,3.0
534766,125132,10,12.0
534768,202241,2,2.0
534769,102029,1,2.0
534773,322751,2,4.0
534774,241082,7,13.0
534776,323742,10,22.0
534777,183939,5,3.0
534784,269221,7,8.0
534788,316361,3,
534794,223018,5,9.0
534798,314029,1,1.0
534806,236694,3,7.0
534809,168644,2,4.0
534810,263343,3,1.0
534814,138233,5,7.0
534815,294348,2,10.0
534833,273368,4,8.0
534834,317574,1,3.0
534836,128277,4,6.0
534837,222960,4,4.0
534838,156182,12,8.0
534839,222783,4,6.0
534840,229036,2,3.0
534842,282775,6,14.0
534844,116647,6,7.0
534846,141796,2,3.0
534850,134396,3,
534855,245987,9,20.0
534860,121735,2,7.0
534869,288207,2,1.0
534870,240441,2,1.0
534873,106545,8,3.0
534874,240681,9,10.0
534879,249925,2,
534884,101552,2,2.0
534888,255849,4,7.0
534891,298055,4,18.0
534898,211082,6,6.0
534901,106680,3,6.0
534902,172001,11,26.0
534904,274822,2,6.0
534905,141929,3,6.0
534913,256015,4,5.0
534914,105799,4,8.0
534918,177579,2,2.0
534919,135042,1,2.0
534920,149388,2,
534922,307617,1,
534923,187602,3,2.0
534925,303682,3,1.0
534926,118859,1,2.0
534931,233426,3,5.0
534933,243708,8,20.0
534944,205613,4,9.0
534949,245733,3,1.0
534950,169590,8,12.0
534953,274807,2,6.0
534957,271029,9,15.0
534960,197577,4,2.0
534962,104497,11,27.0
534965,135341,7,14.0
534968,221311,11,24.0
534969,298408,3,3.0
534980,107021,1,2.0
534982,288631,4,
534989,115056,2,7.0
534994,120606,2,2.0
534996,306693,10,12.0
534997,206743,2,9.0
534999,286886,7,6.0
535000,305497,3,
535003,323104,5,7.0
535004,138377,3,4.0
535008,285794,4,3.0
535014,139855,2,3.0
535017,301895,4,2.0
535022,226803,2,
535025,110367,4,8.0
535033,292215,4,1.0
535035,256742,1,3.0
535036,201280,3,
535037,289712,1,1.0
535040,100072,5,14.0
535042,294049,5,1.0
535043,232286,2,
535045,221754,9,31.0
535046,106012,10,4.0
535047,111800,5,16.0
535048,108503,3,5.0
535054,304750,4,5.0
535056,240642,6,7.0
535058,241937,3,5.0
535059,294749,5,2.0
535061,299126,1,1.0
535066,142450,4,7.0
535072,288336,3,7.0
535073,186914,2,
535078,153473,2,2.0
535079,235597,1,
535087,156344,6,8.0
535088,217850,1,
535092,135551,5,22.0
535094,187559,15,39.0
535105,257939,2,3.0
535111,149153,4,2.0
535112,180880,5,11.0
535117,149380,1,4.0
535122,231221,9,14.0
535128,251356,10,12.0
535139,172468,4,4.0
535140,106656,12,7.0
535141,200564,10,3.0
535143,297747,1,1.0
535157,204391,1,
535160,236074,15,18.0
535234,226757,6,5.0
535236,231008,6,1.0
535240,290745,4,4.0
535242,321896,3,5.0
535246,195404,3,7.0
535256,248175,1,
535258,308320,1,3.0
535260,120358,2,
535263,203309,2,
535271,171675,7,9.0
535274,305285,5,13.0
535278,316867,2,1.0
535280,278041,6,5.0
535284,136233,1,1.0
535298,211271,3,2.0
535299,187720,12,17.0
535301,158297,2,4.0
535302,289145,6,2.0
535303,243573,8,11.0
535305,233254,2,1.0
535306,299864,5,8.0
535310,292335,6,4.0
535316,130951,3,
535323,322497,13,14.0
535332,102475,10,7.0
535339,120388,2,3.0
535344,198844,4,3.0
535346,163831,8,6.0
535352,171631,6,19.0
535353,228443,1,1.0
535357,192875,4,6.0
535358,262835,1,4.0
535360,263685,4,1.0
535370,256077,1,
535380,324033,5,32.0
535391,202444,1,1.0
535392,305064,1,1.0
535394,310978,8,14.0
535403,211454,7,13.0
535404,313948,4,7.0
535406,195577,2,
535412,266928,9,9.0
535414,312064,15,18.0
535416,247075,2,4.0
535419,304539,1,1.0
535420,270822,6,5.0
535421,194492,12,6.0
535426,227278,16,17.0
535436,196294,5,
535441,278433,3,3.0
535449,120021,14,16.0
535451,276761,9,22.0
535454,304283,1,13.0
535455,251388,2,1.0
535460,301610,2,1.0
535463,111859,3,7.0
535464,268837,5,6.0
535470,141035,1,4.0
535472,135097,6,8.0
535484,146014,2,1.0
535487,150497,2,3.0
535488,151725,5,3.0
535500,301450,7,15.0
535501,149311,7,3.0
535502,253392,3,3.0
535504,121869,9,18.0
535506,314893,9,4.0
535509,145751,5,4.0
535510,278221,2,
535512,198962,6,3.0
535515,186420,5,6.0
535519,163090,6,14.0
535520,192173,8,12.0
535521,263146,1,
535526,133746,8,2.0
535529,184390,4,5.0
535531,148366,2,3.0
535533,324925,1,1.0
535538,165036,8,3.0
535544,165300,1,2.0
535545,251741,1,1.0
535547,196801,1,
535548,161217,2,
535552,245140,2,
535554,147270,9,21.0
535565,105488,4,6.0
535566,137589,11,9.0
535568,136597,4,8.0
535569,228168,10,17.0
535570,200182,2,7.0
535573,175347,3,5.0
535575,278350,6,10.0
535576,295415,1,
535578,165066,4,4.0
535581,207282,4,2.0
535584,324303,2,2.0
535587,189858,1,
535590,292447,2,3.0
535601,285631,1,1.0
535606,248414,7,
535609,252345,4,2.0
535610,209286,1,
535615,300956,1,
535616,316158,1,
535618,307151,1,3.0
535626,252116,8,11.0
535627,194283,3,
535718,109002,4,6.0
535719,121504,6,11.0
535728,238453,1,2.0
535736,259608,1,1.0
535739,134636,2,2.0
535741,190677,12,32.0
535743,214798,13,20.0
535745,191341,4,8.0
535750,299352,1,
535753,250854,2,1.0
535758,280028,6,9.0
535759,265579,2,1.0
535766,103819,16,19.0
535768,292868,8,8.0
535773,267202,8,14.0
535774,131360,7,12.0
535778,251689,3,4.0
535786,219046,1,1.0
535789,119411,5,4.0
535791,235072,2,1.0
535801,279824,4,16.0
535802,228016,1,
535808,315157,2,3.0
535809,290655,5,12.0
535810,231878,6,14.0
535817,307108,1,1.0
535819,248011,2,3.0
535820,126653,7,8.0
535822,225630,2,3.0
535823,241009,6,8.0
535830,195141,4,6.0
535834,179873,5,4.0
535837,168273,12,30.0
535840,175279,3,4.0
535842,272081,1,
535843,308280,1,1.0
535844,104595,14,20.0
535851,259679,5,2.0
535852,251206,1,2.0
535855,220036,1,
535856,164319,2,
535860,242126,2,2.0
535864,186732,2,1.0
535871,231907,5,7.0
535874,271392,11,11.0
535876,238190,24,29.0
535877,289930,7,17.0
535879,172734,4,15.0
535883,186757,1,2.0
535890,116889,1,
535891,314913,1,3.0
535892,195459,1,4.0
535893,297014,4,1.0
535896,151204,4,4.0
535897,205483,2,3.0
535899,229409,3,8.0
535900,184194,5,3.0
535902,252649,3,4.0
535918,186118,1,1.0
535923,235458,4,
535928,154188,3,7.0
535929,278792,4,3.0
535933,307077,2,
535935,191528,7,2.0
535938,279456,13,13.0
535940,191366,1,1.0
535942,118550,6,1.0
535945,115148,1,3.0
535947,176211,2,
535950,276522,1,1.0
535951,120665,15,38.0
535953,296537,8,8.0
535954,153256,1,1.0
535957,133828,2,2.0
535960,280629,1,
535969,304823,4,
535973,200681,10,11.0
535974,150194,1,5.0
535977,157674,1,2.0
535978,302370,1,
535980,232481,7,4.0
