,IDENTIFIER,TRX_AMOUNT,TRX_CNT,MERCHANT_CNT,MODE_1,MODE_1_CNT
247368,206779,1.14,2,1,Transportation,2
247369,301313,1.14,2,1,Transportation,2
247370,297992,2.86,2,1,Transportation,2
247371,226521,0.57,2,1,Transportation,2
247372,145756,2.29,5,1,Transportation,5
247373,202177,0.29,1,1,Transportation,1
247374,236574,1.94,4,1,Transportation,4
247375,109365,0.57,1,1,Transportation,1
247376,179598,11.43,4,1,Transportation,4
247377,241878,0.14,1,1,Transportation,1
247378,315432,2.86,1,1,Transportation,1
247379,282498,0.34,4,1,Transportation,4
247380,297102,3.86,6,1,Transportation,6
247381,262688,2.57,5,1,Transportation,5
247382,134235,2.86,2,1,Transportation,2
247383,294608,4.0,8,1,Transportation,8
247384,197053,1.71,3,1,Transportation,3
247385,175241,3.14,5,1,Transportation,5
247386,282670,0.86,2,1,Transportation,2
247387,268208,0.29,2,1,Transportation,2
247388,165128,2.86,2,1,Transportation,2
247389,101658,1.43,1,1,Transportation,1
247390,223355,2.86,5,1,Transportation,5
247391,281120,0.57,1,1,Transportation,1
247392,126418,2.86,1,1,Transportation,1
247393,148103,3.14,3,1,Transportation,3
247394,251142,3.43,6,1,Transportation,6
247395,166571,2.71,4,1,Transportation,4
247396,207067,2.86,1,1,Transportation,1
247397,103612,2.86,2,1,Transportation,2
247398,297743,2.0,3,1,Transportation,3
247399,280199,3.43,2,1,Transportation,2
247400,110491,3.43,8,1,Transportation,8
247401,283992,7.14,5,1,Transportation,5
247402,160674,0.29,1,1,Transportation,1
247403,220308,0.29,1,1,Transportation,1
247404,282636,1.43,1,1,Transportation,1
247405,182489,12.0,13,1,Transportation,13
247406,166594,0.57,1,1,Transportation,1
247407,279834,2.29,10,1,Transportation,10
247408,155276,1.43,1,1,Transportation,1
247409,318334,1.43,1,1,Transportation,1
247410,101516,1.43,1,1,Transportation,1
247411,156270,0.57,2,1,Transportation,2
247412,226284,2.29,8,1,Transportation,8
247413,234551,2.0,2,1,Transportation,2
247414,281706,2.0,6,1,Transportation,6
247415,137361,1.43,1,1,Transportation,1
247416,156686,10.86,10,1,Transportation,10
247417,268590,1.43,1,1,Transportation,1
247418,229710,4.0,4,1,Transportation,4
247419,163039,1.14,2,1,Transportation,2
247420,171751,1.03,1,1,Transportation,1
247421,272240,1.71,7,1,Transportation,7
247422,238182,5.71,2,1,Transportation,2
247423,209790,0.57,1,1,Transportation,1
247424,134853,1.43,1,1,Transportation,1
247425,145246,2.86,1,1,Transportation,1
247426,235120,1.43,5,1,Transportation,5
247427,309709,6.86,8,1,Transportation,8
247428,310415,7.14,3,1,Transportation,3
247429,108355,1.43,1,1,Transportation,1
247430,262693,1.11,3,1,Transportation,3
247431,135826,0.37,2,1,Transportation,2
247432,241771,2.86,6,1,Transportation,6
247433,244995,2.86,1,1,Transportation,1
247434,220478,0.57,2,1,Transportation,2
247435,102442,1.14,2,1,Transportation,2
247436,176172,9.71,9,1,Transportation,9
247437,183946,3.43,4,1,Transportation,4
247438,315256,2.86,2,1,Transportation,2
247439,292414,1.14,2,1,Transportation,2
247440,314053,0.57,1,1,Transportation,1
247441,126882,3.43,2,1,Transportation,2
247442,190296,0.29,1,1,Transportation,1
247443,216981,1.71,4,1,Transportation,4
247444,239106,1.43,1,1,Transportation,1
247445,225061,5.71,3,1,Transportation,3
247446,302238,1.71,3,1,Transportation,3
247447,290493,11.43,8,1,Transportation,8
247448,196566,1.71,2,1,Transportation,2
247449,145062,7.14,3,1,Transportation,3
247450,261169,4.86,11,1,Transportation,11
247451,305073,2.86,2,1,Transportation,2
247452,142160,1.43,1,1,Transportation,1
247453,268684,3.03,8,1,Transportation,8
247454,247677,0.57,1,1,Transportation,1
247455,102276,2.86,4,1,Transportation,4
247456,180576,1.43,1,1,Transportation,1
247457,325160,2.29,5,1,Transportation,5
247458,205453,2.86,2,1,Transportation,2
247459,298855,2.0,5,1,Transportation,5
247460,148347,3.95,1,1,Transportation,1
247461,115956,2.86,2,1,Transportation,2
247462,167834,6.29,5,1,Transportation,5
247463,202183,0.74,6,1,Transportation,6
247464,188159,7.43,12,1,Transportation,12
247465,198678,12.0,4,1,Transportation,4
247466,248417,2.86,10,1,Transportation,10
247467,177645,4.0,4,1,Transportation,4
247468,219546,2.29,6,1,Transportation,6
247469,232934,1.86,11,1,Transportation,11
247470,240936,0.86,3,1,Transportation,3
247471,262048,1.43,1,1,Transportation,1
247472,290199,0.29,1,1,Transportation,1
247473,163554,2.0,2,1,Transportation,2
247474,227957,4.0,5,1,Transportation,5
247475,163074,1.14,2,1,Transportation,2
247476,252648,1.86,3,1,Transportation,3
247477,102653,2.0,2,1,Transportation,2
247478,238578,2.86,1,1,Transportation,1
247479,232411,3.26,8,1,Transportation,8
247480,178516,0.57,4,1,Transportation,4
247481,288586,4.57,8,1,Transportation,8
247482,151669,5.71,2,1,Transportation,2
247483,276068,12.0,6,1,Transportation,6
247484,105141,0.57,1,1,Transportation,1
247485,211643,10.0,5,1,Transportation,5
247486,283096,2.29,5,1,Transportation,5
247487,261622,6.71,7,1,Transportation,7
247488,153932,0.57,1,1,Transportation,1
247489,313783,17.14,7,1,Transportation,7
247490,158015,0.57,2,1,Transportation,2
247491,238272,0.57,1,1,Transportation,1
247492,317024,1.43,6,1,Transportation,6
247493,210383,1.14,2,1,Transportation,2
247494,275857,0.57,2,1,Transportation,2
247495,112814,2.86,2,1,Transportation,2
247496,167210,0.57,1,1,Transportation,1
247497,288758,0.29,1,1,Transportation,1
247498,147368,1.43,5,1,Transportation,5
247499,159624,1.71,5,1,Transportation,5
247500,194320,1.43,1,1,Transportation,1
247501,306768,2.29,4,1,Transportation,4
247502,148689,0.57,1,1,Transportation,1
247503,202243,8.29,5,1,Transportation,5
247504,249016,5.0,6,1,Transportation,6
247505,100792,1.14,2,1,Transportation,2
247506,145522,1.86,8,1,Transportation,8
247507,298937,1.14,4,1,Transportation,4
247508,322248,5.14,8,1,Transportation,8
247509,136895,1.14,2,1,Transportation,2
247510,203668,1.43,1,1,Transportation,1
247511,166387,1.14,4,1,Transportation,4
247512,232387,0.57,1,1,Transportation,1
247513,284559,2.29,3,1,Transportation,3
247514,304307,1.43,1,1,Transportation,1
247515,141617,8.86,16,1,Transportation,16
247516,178977,5.43,10,1,Transportation,10
247517,189520,1.43,1,1,Transportation,1
247518,300476,2.86,2,1,Transportation,2
247519,163576,7.14,12,1,Transportation,12
247520,298373,2.57,5,1,Transportation,5
247521,251511,1.43,1,1,Transportation,1
247522,203250,0.86,4,1,Transportation,4
247523,245435,1.43,1,1,Transportation,1
247524,270568,2.0,4,1,Transportation,4
247525,185919,3.14,3,1,Transportation,3
247526,304537,2.29,4,1,Transportation,4
247527,311398,2.29,3,1,Transportation,3
247528,273481,1.14,2,1,Transportation,2
247529,299845,0.57,2,1,Transportation,2
247530,121723,0.57,1,1,Transportation,1
247531,173556,0.86,3,1,Transportation,3
247532,270796,0.86,2,1,Transportation,2
247533,319034,2.86,2,1,Transportation,2
247534,166261,0.57,1,1,Transportation,1
247535,313155,8.0,4,1,Transportation,4
247536,315003,1.14,4,1,Transportation,4
247537,311264,0.86,3,1,Transportation,3
247538,154976,12.86,9,1,Transportation,9
247539,205826,2.29,7,1,Transportation,7
247540,206471,3.71,3,1,Transportation,3
247541,303451,5.71,3,1,Transportation,3
247542,110626,1.43,1,1,Transportation,1
247543,163819,2.86,1,1,Transportation,1
247544,234636,5.71,2,1,Transportation,2
247545,292942,2.86,2,1,Transportation,2
247546,215000,8.57,14,1,Transportation,14
247547,177004,0.57,1,1,Transportation,1
247548,295503,6.0,7,1,Transportation,7
247549,208283,5.71,2,1,Transportation,2
247550,241187,6.57,6,1,Transportation,6
247551,116062,1.43,1,1,Transportation,1
247552,126590,0.29,1,1,Transportation,1
247553,150150,1.14,4,1,Transportation,4
247554,157514,2.29,3,1,Transportation,3
247555,170772,2.0,5,1,Transportation,5
247556,302555,0.57,1,1,Transportation,1
247557,181622,6.46,5,1,Transportation,5
247558,262503,10.57,8,1,Transportation,8
247559,322306,0.57,1,1,Transportation,1
247560,273750,2.86,2,1,Transportation,2
247561,182654,1.14,4,1,Transportation,4
247562,281084,1.43,1,1,Transportation,1
247563,239284,0.57,1,1,Transportation,1
247564,223844,1.43,1,1,Transportation,1
247565,117911,0.57,1,1,Transportation,1
247566,179771,7.14,4,1,Transportation,4
247567,168629,0.57,1,1,Transportation,1
247568,181876,4.29,3,1,Transportation,3
247569,208323,5.71,4,1,Transportation,4
247570,147719,0.57,1,1,Transportation,1
247571,322307,3.63,7,1,Transportation,7
247572,287204,2.86,2,1,Transportation,2
247573,309165,1.43,4,1,Transportation,4
247574,156621,4.29,3,1,Transportation,3
247575,268029,3.71,17,1,Transportation,17
247576,188158,3.49,9,1,Transportation,9
247577,234681,2.86,1,1,Transportation,1
247578,208241,18.57,8,1,Transportation,8
247579,159029,2.57,6,1,Transportation,6
247580,192667,0.57,1,1,Transportation,1
247581,143719,0.43,3,1,Transportation,3
247582,243914,1.29,6,1,Transportation,6
247583,187518,1.43,1,1,Transportation,1
247584,144548,5.71,2,1,Transportation,2
247585,270710,0.43,3,1,Transportation,3
247586,160892,5.71,2,1,Transportation,2
247587,301911,0.29,1,1,Transportation,1
247588,218337,1.43,1,1,Transportation,1
247589,214730,0.57,1,1,Transportation,1
247590,272085,0.57,1,1,Transportation,1
247591,148889,1.43,1,1,Transportation,1
247592,253232,0.29,1,1,Transportation,1
247593,222902,5.71,2,1,Transportation,2
248665,130035,50.82,16,2,Transportation,16
248666,270939,0.43,3,1,Transportation,3
248667,321730,12.86,5,1,Transportation,5
248668,314567,4.29,2,1,Transportation,2
248669,263618,8.0,7,1,Transportation,7
248670,190679,0.57,2,1,Transportation,2
248671,124155,1.43,1,1,Transportation,1
248672,287163,1.43,1,1,Transportation,1
248673,281363,5.71,1,1,Transportation,1
248674,189757,2.86,5,1,Transportation,5
248675,197879,2.0,6,1,Transportation,6
248676,197845,5.71,4,1,Transportation,4
248677,185775,7.14,5,1,Transportation,5
248678,315770,0.57,1,1,Transportation,1
248679,265420,1.71,3,1,Transportation,3
248680,145836,0.43,1,1,Transportation,1
248681,231234,6.29,9,1,Transportation,9
248682,286317,2.29,2,1,Transportation,2
248683,253039,9.14,16,1,Transportation,16
248684,198247,7.29,15,1,Transportation,15
248685,186683,7.77,8,1,Transportation,8
248686,270940,5.71,2,1,Transportation,2
248687,290195,1.43,1,1,Transportation,1
248688,141472,1.43,1,1,Transportation,1
248689,303891,8.57,2,1,Transportation,2
248690,325869,0.57,1,1,Transportation,1
248691,208443,0.29,1,1,Transportation,1
248692,141215,2.0,5,1,Transportation,5
248693,304170,1.43,1,1,Transportation,1
248694,137299,5.71,3,1,Transportation,3
248695,145020,4.86,4,1,Transportation,4
248696,232027,1.43,1,1,Transportation,1
248697,280574,0.57,2,1,Transportation,2
248698,255484,0.29,1,1,Transportation,1
248699,318463,2.29,1,1,Transportation,1
248700,156989,0.29,1,1,Transportation,1
248701,134343,1.14,2,1,Transportation,2
248702,110897,0.57,1,1,Transportation,1
248703,220975,5.29,7,1,Transportation,7
248704,314855,4.29,6,1,Transportation,6
248705,134984,0.57,1,1,Transportation,1
248706,319581,0.57,2,1,Transportation,2
248707,312300,8.0,9,1,Transportation,9
248708,211584,0.66,3,1,Transportation,3
248709,157342,8.57,5,1,Transportation,5
248710,148962,4.29,2,1,Transportation,2
248711,242955,2.86,1,1,Transportation,1
248712,292095,2.86,6,1,Transportation,6
248713,236022,5.89,1,1,Transportation,1
248714,308761,5.71,2,1,Transportation,2
248715,110603,2.05,1,1,Transportation,1
248716,186368,1.71,4,1,Transportation,4
248717,209752,5.71,2,1,Transportation,2
248718,291864,1.43,1,1,Transportation,1
248719,218166,1.43,1,1,Transportation,1
248720,138432,6.0,8,1,Transportation,8
248721,317495,0.57,1,1,Transportation,1
248722,256169,0.29,2,1,Transportation,2
248723,257688,1.14,2,1,Transportation,2
248724,244393,2.0,2,1,Transportation,2
248725,211184,0.29,2,1,Transportation,2
248726,322858,0.29,1,1,Transportation,1
248727,325517,2.0,3,1,Transportation,3
248728,149282,2.86,2,1,Transportation,2
248729,286885,0.86,2,1,Transportation,2
248730,217458,0.57,1,1,Transportation,1
248731,140729,1.14,1,1,Transportation,1
248732,112506,14.51,5,1,Transportation,5
248733,215107,0.43,3,1,Transportation,3
248734,145025,11.43,4,1,Transportation,4
248735,142929,3.71,4,1,Transportation,4
248736,229614,4.13,1,1,Transportation,1
248737,217492,1.71,3,1,Transportation,3
248738,162330,2.57,2,1,Transportation,2
248739,318391,6.0,4,1,Transportation,4
248740,275912,7.14,5,1,Transportation,5
248741,213791,0.86,3,1,Transportation,3
248742,228872,13.71,5,1,Transportation,5
248743,123269,1.43,1,1,Transportation,1
248744,264976,6.14,4,1,Transportation,4
248745,123113,1.71,6,1,Transportation,6
248746,225350,4.57,4,1,Transportation,4
248747,225649,0.29,1,1,Transportation,1
248748,119944,1.14,4,1,Transportation,4
248749,188621,1.43,1,1,Transportation,1
248750,242889,11.14,10,1,Transportation,10
248751,153794,1.43,1,1,Transportation,1
248752,317907,2.86,8,1,Transportation,8
248753,259264,0.57,1,1,Transportation,1
248754,241518,1.14,3,1,Transportation,3
248755,100473,5.14,6,1,Transportation,6
248756,163681,6.86,12,1,Transportation,12
248757,242202,2.86,1,1,Transportation,1
248758,105595,0.14,1,1,Transportation,1
248759,144685,0.86,3,1,Transportation,3
248760,121226,2.86,3,1,Transportation,3
248761,101145,2.57,3,1,Transportation,3
248762,183637,2.86,2,1,Transportation,2
248763,194783,8.57,6,1,Transportation,6
248764,197285,1.14,4,1,Transportation,4
248765,189109,0.29,1,1,Transportation,1
248766,173309,3.29,5,1,Transportation,5
248767,310332,0.86,3,1,Transportation,3
248768,308706,8.29,29,1,Transportation,29
248769,301336,4.43,8,1,Transportation,8
248770,242542,5.71,2,1,Transportation,2
248771,272766,3.14,6,1,Transportation,6
248772,314238,4.29,8,1,Transportation,8
248773,132397,1.43,1,1,Transportation,1
248774,197461,0.57,1,1,Transportation,1
248775,185705,1.14,2,1,Transportation,2
248776,264513,4.57,6,1,Transportation,6
248777,320414,0.57,1,1,Transportation,1
248778,109579,1.43,1,1,Transportation,1
248779,151787,13.66,7,1,Transportation,7
248780,140930,8.57,2,1,Transportation,2
248781,298217,4.29,3,1,Transportation,3
248782,107688,0.57,2,1,Transportation,2
248783,174067,1.43,1,1,Transportation,1
248784,169487,7.0,8,1,Transportation,8
248785,151430,0.57,2,1,Transportation,2
248786,188152,0.57,2,1,Transportation,2
248787,179628,0.86,3,1,Transportation,3
248788,100510,1.43,1,1,Transportation,1
248789,103619,5.86,4,1,Transportation,4
248790,258090,2.86,1,1,Transportation,1
248791,296907,7.71,5,1,Transportation,5
248792,280607,2.86,2,1,Transportation,2
248793,174309,0.86,2,1,Transportation,2
248794,212688,5.71,2,1,Transportation,2
248795,300848,5.43,9,1,Transportation,9
248796,136790,5.71,2,1,Transportation,2
248797,277084,0.57,1,1,Transportation,1
248798,111124,1.43,1,1,Transportation,1
248799,186177,5.71,4,1,Transportation,4
248800,276804,5.71,2,1,Transportation,2
248801,129700,3.71,2,1,Transportation,2
248802,169283,3.71,4,1,Transportation,4
248803,257015,2.86,1,1,Transportation,1
248804,280258,2.86,2,1,Transportation,2
248805,213944,4.57,7,1,Transportation,7
248806,177828,12.0,11,1,Transportation,11
248807,147051,8.57,4,1,Transportation,4
248808,278990,10.18,2,1,Transportation,2
248809,298929,1.14,4,1,Transportation,4
248810,195063,2.86,2,1,Transportation,2
248811,317694,1.71,8,1,Transportation,8
248812,272936,1.43,3,1,Transportation,3
248813,278398,0.29,1,1,Transportation,1
248814,283056,2.0,8,1,Transportation,8
248815,276307,1.43,3,1,Transportation,3
248816,244898,14.29,5,1,Transportation,5
248817,189469,1.43,3,1,Transportation,3
248818,262528,0.91,4,1,Transportation,4
248819,132897,0.29,1,1,Transportation,1
248820,284274,2.66,8,1,Transportation,8
248821,186847,1.14,2,1,Transportation,2
248822,191692,7.71,3,1,Transportation,3
248823,160001,1.14,2,1,Transportation,2
248824,293622,6.29,4,1,Transportation,4
248825,290643,1.43,1,1,Transportation,1
248826,235023,2.86,1,1,Transportation,1
248827,271502,3.71,2,1,Transportation,2
248828,323426,1.14,2,1,Transportation,2
248829,251164,2.57,8,1,Transportation,8
248830,285155,0.86,2,1,Transportation,2
248831,159022,3.43,3,1,Transportation,3
248832,190575,0.14,1,1,Transportation,1
248833,208740,0.86,2,1,Transportation,2
248834,173821,5.14,12,1,Transportation,12
248835,185205,0.86,2,1,Transportation,2
248836,150544,4.09,14,1,Transportation,14
248837,317547,0.43,2,1,Transportation,2
248838,187897,1.43,1,1,Transportation,1
248839,315665,8.57,3,1,Transportation,3
248840,123038,0.57,1,1,Transportation,1
248841,121970,3.14,4,1,Transportation,4
248842,180152,2.29,4,1,Transportation,4
248843,216741,2.86,1,1,Transportation,1
248844,156771,5.71,7,1,Transportation,7
248845,291135,14.29,3,1,Transportation,3
248846,267144,1.43,1,1,Transportation,1
248847,292322,0.86,2,1,Transportation,2
248848,253530,1.43,5,1,Transportation,5
248849,246037,0.57,3,1,Transportation,3
248850,318791,2.29,8,1,Transportation,8
248851,151718,5.71,1,1,Transportation,1
248852,249527,3.26,13,1,Transportation,13
248853,231467,1.43,3,1,Transportation,3
248854,204083,0.29,1,1,Transportation,1
248855,170282,12.86,6,1,Transportation,6
248856,312151,0.29,1,1,Transportation,1
248857,252129,3.71,4,1,Transportation,4
248858,247335,0.29,2,1,Transportation,2
248859,190176,1.97,8,1,Transportation,8
248860,224333,0.14,1,1,Transportation,1
248861,248199,3.43,5,1,Transportation,5
248862,311872,8.57,3,1,Transportation,3
248863,212235,4.29,10,1,Transportation,10
248864,316702,0.86,2,1,Transportation,2
248865,296736,1.43,1,1,Transportation,1
248866,260611,0.57,1,1,Transportation,1
248867,217275,0.86,3,1,Transportation,3
248868,320959,0.57,2,1,Transportation,2
248869,132257,4.86,9,1,Transportation,9
248870,218773,6.29,8,1,Transportation,8
248871,247091,3.0,4,1,Transportation,4
248872,222307,0.29,1,1,Transportation,1
248873,186275,2.57,6,1,Transportation,6
248874,152140,2.0,2,1,Transportation,2
248875,216850,0.43,2,1,Transportation,2
248876,164637,7.14,4,1,Transportation,4
248877,265093,3.14,2,1,Transportation,2
248878,149733,1.43,1,1,Transportation,1
248879,260926,1.43,1,1,Transportation,1
248880,234374,4.0,12,1,Transportation,12
248881,234693,0.86,2,1,Transportation,2
248882,323339,4.77,4,1,Transportation,4
248883,240098,2.0,2,1,Transportation,2
248884,198468,0.57,1,1,Transportation,1
248885,291281,1.43,5,1,Transportation,5
248886,103485,2.0,2,1,Transportation,2
248887,210865,0.29,1,1,Transportation,1
248888,132229,7.37,1,1,Transportation,1
248889,285818,4.29,2,1,Transportation,2
248890,278436,16.29,12,1,Transportation,12
248891,225373,0.86,2,1,Transportation,2
248892,301696,0.57,1,1,Transportation,1
248893,266045,0.57,1,1,Transportation,1
248894,109941,0.86,3,1,Transportation,3
248895,237412,1.14,4,1,Transportation,4
248896,205286,5.71,8,1,Transportation,8
248897,108815,2.86,2,1,Transportation,2
248898,322343,2.0,2,1,Transportation,2
248899,273997,2.57,7,1,Transportation,7
248900,223046,0.29,1,1,Transportation,1
248901,195729,4.86,4,1,Transportation,4
248902,302661,1.0,5,1,Transportation,5
248903,293160,5.71,2,1,Transportation,2
248904,173211,4.86,6,1,Transportation,6
248905,193266,4.57,4,1,Transportation,4
248906,250448,4.57,5,1,Transportation,5
248907,222558,1.43,1,1,Transportation,1
248908,253070,1.71,4,1,Transportation,4
248909,322846,2.86,1,1,Transportation,1
248910,207551,4.29,4,1,Transportation,4
248911,118490,7.71,8,1,Transportation,8
248912,253041,4.86,3,1,Transportation,3
248913,266338,1.43,5,1,Transportation,5
248914,120563,1.43,3,1,Transportation,3
248915,287380,7.43,10,1,Transportation,10
248916,317573,5.71,1,1,Transportation,1
248917,225572,0.43,2,1,Transportation,2
248918,154199,2.57,6,1,Transportation,6
248919,177023,3.29,5,1,Transportation,5
248920,211120,1.14,2,1,Transportation,2
248921,269320,5.43,5,1,Transportation,5
248922,309568,0.29,1,1,Transportation,1
248923,149444,0.57,1,1,Transportation,1
248924,181762,5.57,12,1,Transportation,12
248925,195338,2.29,4,1,Transportation,4
248926,243402,0.86,2,1,Transportation,2
248927,159000,0.11,2,1,Transportation,2
248928,171126,0.29,1,1,Transportation,1
248929,186760,0.29,1,1,Transportation,1
248930,196326,0.57,1,1,Transportation,1
248931,318217,1.14,2,1,Transportation,2
248932,160197,5.29,9,1,Transportation,9
248933,196333,0.86,1,1,Transportation,1
248934,133876,1.43,1,1,Transportation,1
248935,191469,1.57,6,1,Transportation,6
248936,226320,1.71,3,1,Transportation,3
248937,257821,1.0,5,1,Transportation,5
248938,324460,0.71,1,1,Transportation,1
248939,162917,5.14,12,1,Transportation,12
248940,143939,4.29,3,1,Transportation,3
248941,167424,4.86,2,1,Transportation,2
248942,242532,4.57,8,1,Transportation,8
248943,272254,0.43,2,1,Transportation,2
248944,289379,4.29,2,1,Transportation,2
248945,230940,5.71,2,1,Transportation,2
248946,248696,2.86,1,1,Transportation,1
248947,323447,1.43,1,1,Transportation,1
248948,165868,1.43,1,1,Transportation,1
248949,226504,5.71,7,1,Transportation,7
248950,198313,5.14,17,1,Transportation,17
248951,101868,3.43,6,1,Transportation,6
248952,301857,5.71,4,1,Transportation,4
248953,240554,5.71,2,1,Transportation,2
248954,282316,2.0,2,1,Transportation,2
248955,105170,12.57,9,1,Transportation,9
248956,146437,2.57,9,1,Transportation,9
248957,272980,1.14,3,1,Transportation,3
248958,243485,1.57,5,1,Transportation,5
248959,169831,2.46,6,1,Transportation,6
248960,254197,0.14,1,1,Transportation,1
248961,210695,1.71,3,1,Transportation,3
248962,186554,7.86,11,1,Transportation,11
248963,322066,1.43,3,1,Transportation,3
248964,112120,1.43,1,1,Transportation,1
248965,185368,0.29,1,1,Transportation,1
248966,279049,2.0,2,1,Transportation,2
248967,225361,0.14,1,1,Transportation,1
248968,285481,1.14,2,1,Transportation,2
248969,323782,5.14,8,1,Transportation,8
248970,298773,5.71,2,1,Transportation,2
248971,321649,0.86,3,1,Transportation,3
248972,213539,1.43,1,1,Transportation,1
248973,255537,1.14,2,1,Transportation,2
248974,216132,1.71,3,1,Transportation,3
248975,267874,1.43,1,1,Transportation,1
248976,184103,0.57,1,1,Transportation,1
248977,216646,4.29,10,1,Transportation,10
248978,180069,0.57,1,1,Transportation,1
248979,292747,6.0,17,1,Transportation,17
248980,109746,0.29,1,1,Transportation,1
248981,256179,8.57,5,1,Transportation,5
248982,222553,1.43,3,1,Transportation,3
248983,165865,1.14,6,1,Transportation,6
248984,159840,4.86,6,1,Transportation,6
248985,185921,4.29,3,1,Transportation,3
248986,301780,0.86,3,1,Transportation,3
248987,190088,4.29,6,1,Transportation,6
248988,113657,1.0,4,1,Transportation,4
248989,285833,0.29,1,1,Transportation,1
248990,148945,2.86,1,1,Transportation,1
248991,195541,2.86,1,1,Transportation,1
248992,162123,0.14,1,1,Transportation,1
248993,261413,6.86,12,1,Transportation,12
248994,154747,5.43,4,1,Transportation,4
248995,239706,0.57,1,1,Transportation,1
248996,166684,12.86,8,1,Transportation,8
248997,272519,4.29,2,1,Transportation,2
248998,254370,0.29,1,1,Transportation,1
248999,232115,0.57,1,1,Transportation,1
249000,209976,1.14,4,1,Transportation,4
249001,309547,0.57,1,1,Transportation,1
249002,173623,2.86,2,1,Transportation,2
249003,185237,2.86,2,1,Transportation,2
249004,161906,0.57,1,1,Transportation,1
249005,295957,4.29,11,1,Transportation,11
249006,259895,1.71,4,1,Transportation,4
249007,160299,1.71,3,1,Transportation,3
249008,233486,2.46,1,1,Transportation,1
249009,227543,1.43,1,1,Transportation,1
249010,173997,1.71,6,1,Transportation,6
249011,262079,0.71,4,1,Transportation,4
249012,192077,0.57,1,1,Transportation,1
249013,257049,0.29,1,1,Transportation,1
249014,144317,1.6,3,1,Transportation,3
249015,167450,10.0,6,1,Transportation,6
249016,166800,5.43,15,1,Transportation,15
249017,290572,1.43,3,1,Transportation,3
249018,147547,0.29,1,1,Transportation,1
249019,317035,4.69,11,1,Transportation,11
249020,215985,2.86,2,1,Transportation,2
249021,266765,0.57,1,1,Transportation,1
250070,277746,9.57,17,1,Transportation,17
250071,316034,0.29,1,1,Transportation,1
250072,190436,0.86,2,1,Transportation,2
250073,277609,2.57,4,1,Transportation,4
250074,156663,3.71,3,1,Transportation,3
250075,140851,8.57,3,1,Transportation,3
250076,128115,2.0,2,1,Transportation,2
250077,289013,2.0,3,1,Transportation,3
250078,185704,0.14,1,1,Transportation,1
250079,224639,11.71,9,1,Transportation,9
250080,179484,2.86,2,1,Transportation,2
250081,243276,0.29,1,1,Transportation,1
250082,195231,0.11,1,1,Transportation,1
250083,316543,8.57,1,1,Transportation,1
250084,135938,1.71,3,1,Transportation,3
250085,271470,2.86,2,1,Transportation,2
250086,244825,1.61,1,1,Transportation,1
250087,271019,16.0,9,1,Transportation,9
250088,153124,0.29,1,1,Transportation,1
250089,309118,8.57,4,1,Transportation,4
250090,175682,8.57,3,1,Transportation,3
250091,233907,6.0,3,1,Transportation,3
250092,203799,6.0,4,1,Transportation,4
250093,144488,5.71,2,1,Transportation,2
250094,311648,2.86,7,1,Transportation,7
250095,162139,0.43,2,1,Transportation,2
250096,189566,0.26,2,1,Transportation,2
250097,281512,2.86,1,1,Transportation,1
250098,119284,2.57,5,1,Transportation,5
250099,178610,2.86,4,1,Transportation,4
250100,252807,11.43,2,1,Transportation,2
250101,210467,1.43,1,1,Transportation,1
250102,197960,4.29,2,1,Transportation,2
250103,267287,1.43,1,1,Transportation,1
250104,301889,3.16,2,1,Transportation,2
250105,108508,2.86,2,1,Transportation,2
250106,299945,2.14,3,1,Transportation,3
250107,216636,2.86,1,1,Transportation,1
250108,134497,7.14,2,1,Transportation,2
250109,284822,1.43,1,1,Transportation,1
250110,265709,0.57,1,1,Transportation,1
250111,173757,7.14,3,1,Transportation,3
250112,283311,7.14,5,1,Transportation,5
250113,157626,12.57,8,1,Transportation,8
250114,179776,0.57,1,1,Transportation,1
250115,285292,4.71,10,1,Transportation,10
250116,187880,2.86,2,1,Transportation,2
250117,112966,0.57,2,1,Transportation,2
250118,117827,0.57,1,1,Transportation,1
250119,141565,2.0,2,1,Transportation,2
250120,313305,2.0,6,1,Transportation,6
250121,132084,11.43,1,1,Transportation,1
250122,302723,0.29,2,1,Transportation,2
250123,310740,1.57,2,1,Transportation,2
250124,194559,7.43,9,1,Transportation,9
250125,108319,6.0,3,1,Transportation,3
250126,314027,10.29,4,1,Transportation,4
250127,313326,1.43,1,1,Transportation,1
250128,259678,1.43,1,1,Transportation,1
250129,315385,8.57,6,1,Transportation,6
250130,132280,1.43,1,1,Transportation,1
250131,283703,6.29,13,1,Transportation,13
250132,269258,4.0,4,1,Transportation,4
250133,210908,2.86,1,1,Transportation,1
250134,159397,2.86,2,1,Transportation,2
250135,250419,0.86,1,1,Transportation,1
250136,191795,9.67,4,2,Transportation,4
250137,114783,1.71,2,1,Transportation,2
250138,255319,5.71,2,1,Transportation,2
250139,180687,7.71,5,1,Transportation,5
250140,311096,4.29,2,1,Transportation,2
250141,284055,1.14,4,1,Transportation,4
250142,114863,2.86,1,1,Transportation,1
250143,235109,5.43,5,1,Transportation,5
250144,198983,3.14,4,1,Transportation,4
250145,121209,2.86,1,1,Transportation,1
250146,262775,0.57,1,1,Transportation,1
250147,185274,1.14,3,1,Transportation,3
250148,316275,11.43,2,1,Transportation,2
250149,266965,2.0,2,1,Transportation,2
250150,179035,0.57,1,1,Transportation,1
