,IDENTIFIER,TRX_AMOUNT,TRX_CNT,MERCHANT_CNT,MODE_1,MODE_1_CNT
116021,189338,1.0,1,1,Mobile top-up,1
116022,278645,8.34,4,2,Mobile top-up,4
116023,140359,19.8,7,1,Mobile top-up,7
116024,151555,22.5,1,1,Mobile top-up,1
116025,174106,8.57,1,1,Mobile top-up,1
116026,294821,26.03,4,3,Mobile top-up,3
116027,190946,27.96,1,1,Mobile top-up,1
116028,307842,11.31,5,1,Mobile top-up,5
116029,124273,16.17,6,2,Mobile top-up,6
116030,164018,11.41,1,1,Mobile top-up,1
116031,129779,5.71,1,1,Mobile top-up,1
116032,242607,7.14,1,1,Mobile top-up,1
116033,245985,12.77,5,2,Mobile top-up,5
116034,123700,3.69,1,1,Mobile top-up,1
116035,273118,7.14,1,1,Mobile top-up,1
116036,182866,11.4,1,1,Mobile top-up,1
116037,184341,7.14,1,1,Mobile top-up,1
116038,111653,5.14,3,1,Mobile top-up,3
116039,141119,23.89,2,2,Mobile top-up,2
116040,234237,1.97,1,1,Mobile top-up,1
116041,316874,27.64,2,2,Mobile top-up,2
116042,204911,6.29,1,1,Mobile top-up,1
116043,244670,0.71,1,1,Mobile top-up,1
116044,291083,0.71,1,1,Mobile top-up,1
116045,325666,14.79,4,2,Mobile top-up,4
116046,127869,2.29,2,1,Mobile top-up,2
116047,111710,9.43,12,2,Mobile top-up,12
116048,127142,1.0,1,1,Mobile top-up,1
116049,193715,1.97,1,1,Mobile top-up,1
116050,111952,11.51,1,1,Mobile top-up,1
116051,318093,8.57,1,1,Mobile top-up,1
116052,256423,3.83,2,2,Mobile top-up,2
116053,103816,28.79,2,2,Mobile top-up,2
116054,210625,7.06,1,1,Mobile top-up,1
116055,131295,9.2,1,1,Mobile top-up,1
116056,177335,3.49,1,1,Mobile top-up,1
116057,103828,0.86,1,1,Mobile top-up,1
116058,123794,18.8,1,1,Mobile top-up,1
116059,124741,10.86,3,2,Mobile top-up,3
116060,137962,1.71,1,1,Mobile top-up,1
116061,180818,3.0,3,1,Mobile top-up,3
116062,209647,13.14,3,2,Mobile top-up,3
116063,173708,2.86,1,1,Mobile top-up,1
116064,183526,5.71,2,2,Mobile top-up,2
116065,138144,29.47,8,3,Mobile top-up,8
116066,298184,10.05,2,2,Mobile top-up,2
116067,307883,6.51,3,1,Mobile top-up,3
116068,139498,3.43,1,1,Mobile top-up,1
116069,323996,5.66,2,1,Mobile top-up,2
116070,185374,15.55,2,2,Mobile top-up,2
116071,125166,12.74,5,1,Mobile top-up,5
116072,154386,28.86,7,2,Mobile top-up,7
116073,135242,10.08,1,1,Mobile top-up,1
116074,164029,13.71,1,1,Mobile top-up,1
116075,252867,4.29,1,1,Mobile top-up,1
116076,164415,28.57,2,1,Mobile top-up,2
116077,304114,7.11,2,2,Mobile top-up,2
116078,233295,36.43,2,1,Mobile top-up,2
116079,167831,0.86,1,1,Mobile top-up,1
116080,225005,14.29,2,1,Mobile top-up,2
116081,150651,7.09,3,1,Mobile top-up,3
116082,309715,17.71,7,3,Mobile top-up,7
116083,308718,13.37,1,1,Mobile top-up,1
116084,209055,2.83,2,1,Mobile top-up,2
116085,271545,13.14,2,1,Mobile top-up,2
116086,156705,11.65,2,1,Mobile top-up,2
116087,140193,21.51,8,1,Mobile top-up,8
116088,177867,3.43,1,1,Mobile top-up,1
116089,104757,13.06,4,1,Mobile top-up,4
116090,167032,9.84,1,1,Mobile top-up,1
116091,182371,10.23,4,2,Mobile top-up,4
116092,273699,1.0,1,1,Mobile top-up,1
116093,304138,1.0,1,1,Mobile top-up,1
116094,297491,1.43,1,1,Mobile top-up,1
116095,156175,23.81,1,1,Mobile top-up,1
116096,271181,13.19,1,1,Mobile top-up,1
116097,172429,2.86,1,1,Mobile top-up,1
116098,201053,8.57,1,1,Mobile top-up,1
116099,287307,5.29,2,2,Mobile top-up,2
116100,322395,3.69,1,1,Mobile top-up,1
116101,298258,24.13,1,1,Mobile top-up,1
116102,103958,15.71,2,1,Mobile top-up,2
116103,146575,10.29,7,2,Mobile top-up,7
116104,149937,6.39,1,1,Mobile top-up,1
116105,237556,16.12,1,1,Mobile top-up,1
116106,192016,0.86,1,1,Mobile top-up,1
116107,312888,5.66,2,1,Mobile top-up,2
116108,285746,6.25,1,1,Mobile top-up,1
116109,264209,25.13,1,1,Mobile top-up,1
116110,165634,29.09,9,2,Mobile top-up,9
116111,186785,0.83,1,1,Mobile top-up,1
116112,124570,7.14,1,1,Mobile top-up,1
116113,266563,28.79,1,1,Mobile top-up,1
116114,245392,3.46,1,1,Mobile top-up,1
116115,173740,1.71,1,1,Mobile top-up,1
116116,102108,12.06,5,1,Mobile top-up,5
116117,155571,15.98,1,1,Mobile top-up,1
116118,170656,15.86,5,1,Mobile top-up,5
116119,304758,6.0,7,2,Mobile top-up,7
116120,130085,7.11,1,1,Mobile top-up,1
116121,101778,2.86,2,2,Mobile top-up,2
116122,124208,7.14,1,1,Mobile top-up,1
116123,138191,1.0,1,1,Mobile top-up,1
116124,316405,16.37,8,2,Mobile top-up,8
116125,289016,8.29,1,1,Mobile top-up,1
116126,326030,3.14,3,1,Mobile top-up,3
116127,263332,20.0,1,1,Mobile top-up,1
116128,317304,45.19,1,1,Mobile top-up,1
116129,219365,10.42,1,1,Mobile top-up,1
116130,129410,6.86,7,2,Mobile top-up,7
116131,300620,7.14,1,1,Mobile top-up,1
116132,102936,6.81,1,1,Mobile top-up,1
116133,120872,2.83,1,1,Mobile top-up,1
116134,298556,4.29,4,3,Mobile top-up,4
116135,182249,9.71,1,1,Mobile top-up,1
116136,208932,10.6,2,2,Mobile top-up,2
116137,178958,7.69,2,1,Mobile top-up,2
116138,106776,5.69,2,1,Mobile top-up,2
116139,281385,37.09,2,2,Mobile top-up,2
116140,290052,9.57,7,1,Mobile top-up,7
116141,124096,33.95,11,3,Mobile top-up,11
116142,260948,10.43,6,2,Mobile top-up,6
116143,293164,16.96,1,1,Mobile top-up,1
116144,100624,45.54,3,2,Mobile top-up,3
116145,107624,19.33,1,1,Mobile top-up,1
116146,161250,9.94,3,1,Mobile top-up,3
116147,311610,8.57,1,1,Mobile top-up,1
116148,219207,16.86,1,1,Mobile top-up,1
116149,152428,18.51,1,1,Mobile top-up,1
116150,188143,2.83,1,1,Mobile top-up,1
116151,210498,3.57,2,2,Mobile top-up,2
116152,195272,11.34,5,1,Mobile top-up,5
116153,253222,16.01,1,1,Mobile top-up,1
116154,224987,10.11,1,1,Mobile top-up,1
116155,169449,18.57,3,2,Mobile top-up,3
116156,136402,7.69,1,1,Mobile top-up,1
116157,114281,4.39,3,2,Mobile top-up,3
116158,187280,14.57,1,1,Mobile top-up,1
116159,309048,2.83,1,1,Mobile top-up,1
116160,172855,1.43,1,1,Mobile top-up,1
116161,238510,4.57,2,2,Mobile top-up,2
116162,116936,10.2,4,1,Mobile top-up,4
116163,136121,6.75,1,1,Mobile top-up,1
116164,310276,2.71,2,1,Mobile top-up,2
116165,119504,3.57,2,2,Mobile top-up,2
116166,135201,1.51,1,1,Mobile top-up,1
116167,224593,4.71,5,2,Mobile top-up,5
116168,286537,7.26,3,2,Mobile top-up,3
116169,206362,3.43,2,1,Mobile top-up,2
116170,234369,7.83,5,2,Mobile top-up,5
116171,122588,33.29,10,3,Mobile top-up,10
116172,239341,5.14,3,1,Mobile top-up,3
116173,181811,8.51,3,1,Mobile top-up,3
116174,307615,11.43,2,2,Mobile top-up,2
116175,220644,4.29,1,1,Mobile top-up,1
116176,194767,3.26,2,2,Mobile top-up,2
116177,258184,8.49,3,1,Mobile top-up,3
116178,319976,8.86,4,1,Mobile top-up,4
116179,122391,10.31,1,1,Mobile top-up,1
116180,307983,16.03,2,2,Mobile top-up,2
116181,207072,10.22,1,1,Mobile top-up,1
116182,241247,18.29,3,2,Mobile top-up,3
116183,205115,8.37,3,2,Mobile top-up,3
116184,313862,1.71,1,1,Mobile top-up,1
116185,155273,8.57,8,2,Mobile top-up,8
116186,146758,3.86,4,2,Mobile top-up,4
116187,107693,35.27,5,2,Mobile top-up,5
116188,236098,7.14,1,1,Mobile top-up,1
116189,175198,1.0,1,1,Mobile top-up,1
116190,163954,6.0,1,1,Mobile top-up,1
116191,293953,7.14,1,1,Mobile top-up,1
116192,178466,8.86,2,1,Mobile top-up,2
116193,228365,2.86,1,1,Mobile top-up,1
116194,238858,17.82,1,1,Mobile top-up,1
116195,157407,2.71,2,1,Mobile top-up,2
116196,209180,23.81,1,1,Mobile top-up,1
116197,227162,5.14,3,2,Mobile top-up,3
116198,177390,19.8,1,1,Mobile top-up,1
116199,247980,13.81,1,1,Mobile top-up,1
116200,256336,1.71,1,1,Mobile top-up,1
116201,159511,3.86,2,2,Mobile top-up,2
116202,111473,7.14,1,1,Mobile top-up,1
116203,272359,19.43,3,2,Mobile top-up,3
116204,276479,0.71,1,1,Mobile top-up,1
116205,325114,9.66,1,1,Mobile top-up,1
116206,148198,54.18,2,1,Mobile top-up,2
116207,314500,10.4,1,1,Mobile top-up,1
116208,129272,2.86,1,1,Mobile top-up,1
116209,160246,2.83,1,1,Mobile top-up,1
116210,266065,8.43,5,2,Mobile top-up,5
116211,275987,43.26,11,3,Mobile top-up,11
116212,277570,10.57,3,2,Mobile top-up,3
116213,314463,13.52,1,1,Mobile top-up,1
116214,125076,43.23,2,2,Mobile top-up,2
116215,263540,8.09,3,2,Mobile top-up,3
116216,274846,0.71,1,1,Mobile top-up,1
116217,105199,4.83,2,2,Mobile top-up,2
116218,125045,1.43,1,1,Mobile top-up,1
116219,125217,23.69,2,1,Mobile top-up,2
116220,317490,22.29,6,3,Mobile top-up,6
116221,153292,15.3,1,1,Mobile top-up,1
116222,101964,6.54,4,2,Mobile top-up,4
116223,268440,8.43,7,2,Mobile top-up,7
116224,257872,23.95,2,2,Mobile top-up,2
116225,306987,49.64,3,1,Mobile top-up,3
116226,287160,20.97,1,1,Mobile top-up,1
116227,121589,9.94,3,2,Mobile top-up,3
116228,229183,26.25,1,1,Mobile top-up,1
116229,121004,3.43,1,1,Mobile top-up,1
116230,231445,43.67,7,5,Mobile top-up,7
116231,129378,3.43,1,1,Mobile top-up,1
116232,124606,3.43,2,1,Mobile top-up,2
116233,106356,1.71,1,1,Mobile top-up,1
116234,169239,7.84,1,1,Mobile top-up,1
116235,196710,28.3,1,1,Mobile top-up,1
116236,188333,19.12,1,1,Mobile top-up,1
116237,148927,2.57,6,2,Mobile top-up,6
116238,146118,2.86,1,1,Mobile top-up,1
116239,233401,2.86,1,1,Mobile top-up,1
116240,231496,38.63,1,1,Mobile top-up,1
116241,241227,2.86,1,1,Mobile top-up,1
116242,228318,27.48,1,1,Mobile top-up,1
116243,263132,18.74,6,1,Mobile top-up,6
116244,121389,20.68,3,3,Mobile top-up,3
116245,275033,12.71,8,1,Mobile top-up,8
116246,234828,68.0,10,2,Mobile top-up,10
116247,211316,6.5,1,1,Mobile top-up,1
116248,221188,25.83,8,2,Mobile top-up,8
116249,251885,2.83,1,1,Mobile top-up,1
116250,291416,13.37,4,2,Mobile top-up,4
116251,109828,5.69,2,1,Mobile top-up,2
116252,314393,39.59,9,3,Mobile top-up,9
116253,288762,13.2,6,2,Mobile top-up,6
116254,321032,13.03,4,1,Mobile top-up,4
116255,108861,13.14,2,1,Mobile top-up,2
116256,119709,1.71,1,1,Mobile top-up,1
116257,271416,8.86,2,1,Mobile top-up,2
116258,243559,23.7,3,3,Mobile top-up,3
116259,255355,1.71,1,1,Mobile top-up,1
116260,146745,5.74,2,2,Mobile top-up,2
116261,162106,3.69,1,1,Mobile top-up,1
116262,164437,24.48,1,1,Mobile top-up,1
116263,286322,0.86,1,1,Mobile top-up,1
116264,173986,1.71,1,1,Mobile top-up,1
116265,122969,1.0,1,1,Mobile top-up,1
116266,211655,2.29,2,1,Mobile top-up,2
116267,279699,3.73,1,1,Mobile top-up,1
116268,302732,6.0,1,1,Mobile top-up,1
116269,324473,23.62,1,1,Mobile top-up,1
116270,294566,1.0,1,1,Mobile top-up,1
116271,148285,7.73,1,1,Mobile top-up,1
116272,103236,14.83,2,2,Mobile top-up,2
116273,141158,1.43,2,1,Mobile top-up,2
116274,241899,22.55,7,4,Mobile top-up,7
116275,190434,15.88,1,1,Mobile top-up,1
116276,290859,2.0,1,1,Mobile top-up,1
116277,252591,27.97,1,1,Mobile top-up,1
116278,177808,5.14,3,1,Mobile top-up,3
116279,294444,2.71,2,1,Mobile top-up,2
116280,131479,11.69,9,4,Mobile top-up,9
116281,275544,6.0,1,1,Mobile top-up,1
116282,273734,13.03,6,1,Mobile top-up,6
116283,112447,4.29,1,1,Mobile top-up,1
116284,148298,2.86,2,1,Mobile top-up,2
116285,154455,4.66,3,2,Mobile top-up,3
116286,236041,8.57,2,1,Mobile top-up,2
116287,239515,2.57,2,2,Mobile top-up,2
116288,217329,5.94,2,2,Mobile top-up,2
116289,262055,1.43,1,1,Mobile top-up,1
116290,203984,1.43,1,1,Mobile top-up,1
116291,286145,3.43,1,1,Mobile top-up,1
116292,143216,6.29,4,2,Mobile top-up,4
116293,263809,5.66,2,2,Mobile top-up,2
116294,310374,0.86,1,1,Mobile top-up,1
116295,114159,2.57,2,1,Mobile top-up,2
116296,302892,7.71,2,1,Mobile top-up,2
116297,213094,0.71,1,1,Mobile top-up,1
116298,258859,8.2,1,1,Mobile top-up,1
116299,103576,4.29,1,1,Mobile top-up,1
116300,191156,1.71,2,1,Mobile top-up,2
116301,221005,8.57,1,1,Mobile top-up,1
116302,314549,11.37,4,2,Mobile top-up,4
116303,215843,5.66,2,1,Mobile top-up,2
116304,115553,6.51,2,1,Mobile top-up,2
116305,213359,26.27,3,1,Mobile top-up,3
116306,137599,1.0,1,1,Mobile top-up,1
116307,145231,51.46,3,2,Mobile top-up,3
116308,265804,6.57,3,2,Mobile top-up,3
116309,302735,4.54,2,1,Mobile top-up,2
116310,287031,8.57,1,1,Mobile top-up,1
116311,118486,5.66,2,1,Mobile top-up,2
116312,268623,7.14,1,1,Mobile top-up,1
116313,259437,1.71,2,1,Mobile top-up,2
116314,193197,7.11,2,1,Mobile top-up,2
116315,200125,21.77,2,1,Mobile top-up,2
116316,140336,8.54,3,1,Mobile top-up,3
116317,265245,2.83,1,1,Mobile top-up,1
116318,240079,15.94,17,2,Mobile top-up,16
116319,137211,0.86,1,1,Mobile top-up,1
116320,259011,8.57,1,1,Mobile top-up,1
116321,266055,2.57,3,1,Mobile top-up,3
116322,270286,18.05,4,2,Mobile top-up,4
116323,301482,7.14,1,1,Mobile top-up,1
116324,190756,18.61,2,2,Mobile top-up,2
116325,166617,17.8,1,1,Mobile top-up,1
116326,250583,9.47,1,1,Mobile top-up,1
116327,241329,17.54,2,2,Mobile top-up,2
116328,226108,2.86,1,1,Mobile top-up,1
116329,267551,28.71,20,2,Mobile top-up,20
116330,174001,15.0,5,3,Mobile top-up,5
116331,283253,1.43,1,1,Mobile top-up,1
116332,160727,4.29,1,1,Mobile top-up,1
116333,324056,14.39,1,1,Mobile top-up,1
116334,150985,6.51,2,1,Mobile top-up,2
116335,222810,8.57,1,1,Mobile top-up,1
116336,249348,16.77,7,2,Mobile top-up,7
116337,192327,17.86,1,1,Mobile top-up,1
116338,292983,7.14,1,1,Mobile top-up,1
116339,138938,20.98,3,2,Mobile top-up,3
116340,203815,40.22,3,2,Mobile top-up,3
116341,149884,13.73,2,2,Mobile top-up,2
116342,203770,4.43,3,1,Mobile top-up,3
116343,151267,8.89,1,1,Mobile top-up,1
116344,134691,14.86,3,1,Mobile top-up,3
116345,313789,8.3,1,1,Mobile top-up,1
116346,126883,4.29,1,1,Mobile top-up,1
116347,198334,15.0,9,2,Mobile top-up,9
116348,212129,11.43,4,1,Mobile top-up,4
116349,312587,18.64,1,1,Mobile top-up,1
116350,152898,1.43,1,1,Mobile top-up,1
116351,161813,2.0,1,1,Mobile top-up,1
116352,179426,2.0,1,1,Mobile top-up,1
116353,232170,4.54,2,1,Mobile top-up,2
116354,228855,0.71,1,1,Mobile top-up,1
116355,288796,1.43,1,1,Mobile top-up,1
116356,309164,2.83,1,1,Mobile top-up,1
116357,140611,1.71,2,1,Mobile top-up,2
116358,142023,5.69,2,1,Mobile top-up,2
116359,244151,8.32,1,1,Mobile top-up,1
116360,187584,39.78,2,1,Mobile top-up,2
116361,287906,15.78,2,2,Mobile top-up,2
116362,228477,2.29,3,2,Mobile top-up,3
116363,116808,8.57,2,2,Mobile top-up,2
116364,265788,2.83,1,1,Mobile top-up,1
116365,307530,20.68,1,1,Mobile top-up,1
116366,267504,2.83,1,1,Mobile top-up,1
116367,290261,17.34,5,3,Mobile top-up,5
116368,127516,28.77,6,2,Mobile top-up,6
116369,132464,11.31,4,1,Mobile top-up,4
116370,256299,14.34,4,3,Mobile top-up,4
116371,129751,17.46,5,3,Mobile top-up,5
116372,114248,20.59,1,1,Mobile top-up,1
116373,279040,23.96,2,2,Mobile top-up,2
116374,255788,13.15,2,2,Mobile top-up,2
116375,263834,0.86,1,1,Mobile top-up,1
116376,242424,15.0,1,1,Mobile top-up,1
116377,236054,1.43,1,1,Mobile top-up,1
116378,207960,1.0,1,1,Mobile top-up,1
116379,117284,5.66,2,1,Mobile top-up,2
116380,285003,7.14,1,1,Mobile top-up,1
116381,244258,1.71,1,1,Mobile top-up,1
116382,320203,21.14,1,1,Mobile top-up,1
116383,188506,29.92,3,2,Mobile top-up,3
116384,120055,26.04,3,2,Mobile top-up,3
116385,293607,11.43,2,2,Mobile top-up,2
116386,165831,2.0,1,1,Mobile top-up,1
116387,188552,6.37,1,1,Mobile top-up,1
116388,180854,9.83,8,2,Mobile top-up,8
116389,131600,2.86,1,1,Mobile top-up,1
116390,297023,8.19,1,1,Mobile top-up,1
116391,319673,14.17,6,1,Mobile top-up,6
116392,315593,1.43,1,1,Mobile top-up,1
116393,167697,21.71,7,4,Mobile top-up,7
116394,324530,1.43,1,1,Mobile top-up,1
116395,102012,4.86,5,3,Mobile top-up,5
116396,194240,12.95,1,1,Mobile top-up,1
116397,133639,14.57,3,2,Mobile top-up,3
116398,177842,12.55,1,1,Mobile top-up,1
116399,285032,6.6,2,2,Mobile top-up,2
116400,226876,1.71,1,1,Mobile top-up,1
116401,303921,8.57,1,1,Mobile top-up,1
116402,219841,3.69,2,1,Mobile top-up,2
116403,277971,9.57,4,1,Mobile top-up,4
116404,108750,2.86,1,1,Mobile top-up,1
116405,103481,10.77,6,1,Mobile top-up,6
116406,218107,1.0,1,1,Mobile top-up,1
116407,208903,27.2,1,1,Mobile top-up,1
116408,233756,5.69,5,2,Mobile top-up,5
116409,310227,8.21,1,1,Mobile top-up,1
116410,190393,2.43,2,2,Mobile top-up,2
116411,108084,15.71,4,1,Mobile top-up,4
116412,152422,9.55,1,1,Mobile top-up,1
116413,179193,6.54,2,2,Mobile top-up,2
116414,199203,6.23,1,1,Mobile top-up,1
116415,232785,2.0,1,1,Mobile top-up,1
116416,227504,25.03,11,2,Mobile top-up,11
116417,192871,17.88,3,2,Mobile top-up,3
116418,115841,20.5,1,1,Mobile top-up,1
116419,171732,8.57,1,1,Mobile top-up,1
116420,236141,1.0,1,1,Mobile top-up,1
116421,295280,4.0,2,1,Mobile top-up,2
116422,292732,14.06,2,2,Mobile top-up,2
116423,204815,8.57,1,1,Mobile top-up,1
116424,189236,1.71,1,1,Mobile top-up,1
116425,319092,17.44,1,1,Mobile top-up,1
116426,247508,4.29,1,1,Mobile top-up,1
116427,307038,10.91,1,1,Mobile top-up,1
116428,182812,54.46,13,2,Mobile top-up,13
116429,273084,7.14,1,1,Mobile top-up,1
116430,242736,0.86,1,1,Mobile top-up,1
116431,265195,3.69,1,1,Mobile top-up,1
116432,186545,16.71,2,2,Mobile top-up,2
116433,152901,13.86,13,2,Mobile top-up,13
116434,283989,7.14,1,1,Mobile top-up,1
116435,239534,1.71,1,1,Mobile top-up,1
116436,238905,1.43,1,1,Mobile top-up,1
116437,317113,13.6,1,1,Mobile top-up,1
116438,134435,11.2,6,2,Mobile top-up,6
116439,121076,16.4,2,2,Mobile top-up,2
116440,165237,2.83,1,1,Mobile top-up,1
116441,243158,23.2,1,1,Mobile top-up,1
116442,278333,2.43,2,1,Mobile top-up,2
116443,168698,2.83,1,1,Mobile top-up,1
116444,302676,5.14,3,1,Mobile top-up,3
116445,118551,15.71,2,1,Mobile top-up,2
116446,181273,0.71,1,1,Mobile top-up,1
116447,227511,3.86,2,2,Mobile top-up,2
116448,261203,0.86,1,1,Mobile top-up,1
116449,153181,6.83,1,1,Mobile top-up,1
116450,239811,10.57,7,2,Mobile top-up,7
116451,255753,14.2,5,1,Mobile top-up,5
116452,301262,22.17,13,1,Mobile top-up,13
116453,312885,5.29,5,2,Mobile top-up,5
116454,152930,9.48,3,2,Mobile top-up,3
116455,214740,2.43,2,1,Mobile top-up,2
116456,154934,5.66,2,1,Mobile top-up,2
116457,282782,18.28,1,1,Mobile top-up,1
116458,225675,7.38,1,1,Mobile top-up,1
116459,217014,0.57,1,1,Mobile top-up,1
116460,213176,34.8,3,2,Mobile top-up,3
116461,144337,13.14,2,1,Mobile top-up,2
116462,198763,7.63,1,1,Mobile top-up,1
116463,133671,3.29,3,2,Mobile top-up,3
116464,325334,1.71,1,1,Mobile top-up,1
116465,158965,2.29,2,1,Mobile top-up,2
116466,239169,1.43,1,1,Mobile top-up,1
116467,317327,16.57,3,2,Mobile top-up,3
116468,122945,13.8,1,1,Mobile top-up,1
116469,236753,2.86,1,1,Mobile top-up,1
116470,176219,18.46,6,2,Mobile top-up,6
116471,286810,12.0,5,3,Mobile top-up,5
116472,296171,7.14,1,1,Mobile top-up,1
116473,282398,9.43,2,2,Mobile top-up,2
116474,136207,26.94,11,4,Mobile top-up,11
116475,315406,57.0,31,2,Mobile top-up,31
116476,280151,1.71,1,1,Mobile top-up,1
116477,300596,7.14,1,1,Mobile top-up,1
116478,110781,2.57,3,1,Mobile top-up,3
116479,211721,2.97,2,2,Mobile top-up,2
116480,233091,7.14,1,1,Mobile top-up,1
116481,310637,9.34,4,1,Mobile top-up,4
116482,272503,20.29,7,3,Mobile top-up,7
116483,192420,2.83,1,1,Mobile top-up,1
116484,149706,1.43,1,1,Mobile top-up,1
116485,142745,16.57,9,2,Mobile top-up,9
116486,143866,7.14,1,1,Mobile top-up,1
116487,167911,5.66,2,1,Mobile top-up,2
116488,138066,32.75,1,1,Mobile top-up,1
116489,188490,3.69,1,1,Mobile top-up,1
116490,217846,8.0,1,1,Mobile top-up,1
116491,275626,6.86,3,1,Mobile top-up,3
116492,288824,7.43,8,2,Mobile top-up,8
116493,226459,5.66,2,1,Mobile top-up,2
116494,151799,1.71,1,1,Mobile top-up,1
116495,104228,2.86,2,1,Mobile top-up,2
116496,234027,8.57,1,1,Mobile top-up,1
116497,245366,22.97,2,2,Mobile top-up,2
116498,259330,1.43,1,1,Mobile top-up,1
116499,242771,2.83,1,1,Mobile top-up,1
116500,313273,12.3,1,1,Mobile top-up,1
116501,152123,5.14,6,2,Mobile top-up,6
116502,250610,3.83,2,2,Mobile top-up,2
116503,277915,0.86,1,1,Mobile top-up,1
116504,264436,9.46,1,1,Mobile top-up,1
116505,257193,2.83,1,1,Mobile top-up,1
116506,172292,4.26,2,1,Mobile top-up,2
116507,203215,1.71,1,1,Mobile top-up,1
116508,320801,0.71,1,1,Mobile top-up,1
116509,154640,5.14,5,2,Mobile top-up,5
116510,297807,2.83,1,1,Mobile top-up,1
116511,314610,2.86,1,1,Mobile top-up,1
116512,250246,8.71,7,3,Mobile top-up,7
116513,173561,21.71,10,2,Mobile top-up,10
116514,300702,1.71,1,1,Mobile top-up,1
116515,243283,5.86,7,2,Mobile top-up,7
116516,153408,2.83,1,1,Mobile top-up,1
116517,218298,1.43,1,1,Mobile top-up,1
116518,293510,11.71,3,2,Mobile top-up,3
116519,135406,4.44,1,1,Mobile top-up,1
116520,302101,3.43,1,1,Mobile top-up,1
116521,258543,11.18,1,1,Mobile top-up,1
116522,299406,0.86,1,1,Mobile top-up,1
116523,100894,24.16,1,1,Mobile top-up,1
116524,134530,2.0,2,1,Mobile top-up,2
116525,314914,1.71,1,1,Mobile top-up,1
116526,304506,8.71,5,2,Mobile top-up,5
116527,184565,2.86,1,1,Mobile top-up,1
116528,186777,9.82,1,1,Mobile top-up,1
116529,116364,10.0,2,2,Mobile top-up,2
116530,277391,4.29,2,1,Mobile top-up,2
116531,160229,1.71,1,1,Mobile top-up,1
116532,179323,6.43,1,1,Mobile top-up,1
116533,320365,1.71,1,1,Mobile top-up,1
116534,294987,9.69,1,1,Mobile top-up,1
116535,247820,0.71,1,1,Mobile top-up,1
116536,161622,6.54,4,2,Mobile top-up,4
116537,304793,5.14,3,1,Mobile top-up,3
116538,247567,2.83,1,1,Mobile top-up,1
116539,257002,7.67,2,2,Mobile top-up,2
116540,283415,8.57,1,1,Mobile top-up,1
116541,243990,2.0,2,1,Mobile top-up,2
116542,231290,0.86,1,1,Mobile top-up,1
116543,288620,8.14,5,2,Mobile top-up,5
116544,323737,7.14,1,1,Mobile top-up,1
116545,282781,7.14,1,1,Mobile top-up,1
116546,252058,5.0,6,1,Mobile top-up,6
116547,145164,6.29,1,1,Mobile top-up,1
116548,228481,1.0,1,1,Mobile top-up,1
116549,147184,1.71,1,1,Mobile top-up,1
116550,117269,7.14,1,1,Mobile top-up,1
116551,291381,14.29,2,1,Mobile top-up,2
118253,104051,5.35,1,1,Mobile top-up,1
118254,102257,7.14,1,1,Mobile top-up,1
118255,111068,4.19,1,1,Mobile top-up,1
118256,117957,3.14,4,1,Mobile top-up,4
118257,102333,4.29,1,1,Mobile top-up,1
118258,265554,15.5,1,1,Mobile top-up,1
118259,267559,15.06,1,1,Mobile top-up,1
118260,101090,46.43,4,2,Mobile top-up,4
118261,249335,28.44,1,1,Mobile top-up,1
118262,224074,2.57,3,2,Mobile top-up,3
118263,271812,2.83,1,1,Mobile top-up,1
118264,117470,12.17,4,1,Mobile top-up,4
118265,186467,14.05,1,1,Mobile top-up,1
118266,311911,7.11,3,1,Mobile top-up,3
118267,288411,19.62,1,1,Mobile top-up,1
118268,274873,9.37,3,1,Mobile top-up,3
118269,119658,25.26,4,2,Mobile top-up,4
118270,205051,4.0,4,1,Mobile top-up,4
118271,151042,24.52,1,1,Mobile top-up,1
118272,248353,7.14,1,1,Mobile top-up,1
118273,213760,3.69,1,1,Mobile top-up,1
118274,279609,4.69,2,2,Mobile top-up,2
118275,257751,8.49,3,1,Mobile top-up,3
118276,224962,0.86,1,1,Mobile top-up,1
118277,128398,7.14,1,1,Mobile top-up,1
118278,238771,11.43,3,1,Mobile top-up,3
118279,280879,3.43,2,1,Mobile top-up,2
118280,147666,9.23,4,3,Mobile top-up,4
118281,306783,1.43,2,1,Mobile top-up,2
118282,173157,51.97,26,3,Mobile top-up,26
118283,137641,15.76,2,2,Mobile top-up,2
118284,167798,20.29,11,2,Mobile top-up,11
118285,300260,5.66,2,1,Mobile top-up,2
118286,315418,13.26,3,2,Mobile top-up,3
